"REGION_KEY","REGION_NAME","CLUSTER_KEY","CLUSTER_NAME","MINI_CLUSTER_KEY","MINI_CLUSTER_NAME","CELL_SITE_KEY","CELL_SITE_CD"
2,North West,"1",Kachin,"9",Hpakant,1011623,KC2350
4,Yangon,"18",Yangon 4,"201",Taikkyi,1011699,YN6070
2,North West,"1",Kachin,"9",Hpakant,1011731,KC0260
3,South East,"31",Mon South,"175",Ye,1011921,MO1550
3,South East,"31",Mon South,"175",Ye,1012082,MO1560
1,North East,"5",Shan North,"264",Hseni,1012105,SH5119
2,North West,"1",Kachin,"9",Hpakant,1012138,KC2571
3,South East,"31",Mon South,"175",Ye,1012176,MO1500
4,Yangon,"35",Yangon 6,"220",Kyauktan,1012232,YN6283
4,Yangon,"36",Yangon 7,"198",Mingaladon,1012278,YN5701
4,Yangon,"36",Yangon 7,"198",Mingaladon,1012357,YN5719
3,South East,"30",Bago North,"101",Oktwin,1000183,BA0126
3,South East,"31",Mon South,"175",Ye,1000346,MO0354
2,North West,"1",Kachin,"9",Hpakant,1000700,KC0137
2,North West,"1",Kachin,"9",Hpakant,1000731,KC0136
2,North West,"7",Magway 1,"133",Sinbaungwe,1001687,MG0345
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002783,NP0004
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002901,NP0227
4,Yangon,"16",Yangon 2,"238",Mayangone,1002910,YN0473
4,Yangon,"16",Yangon 2,"238",Mayangone,1002959,YN0404-1
4,Yangon,"16",Yangon 2,"238",Mayangone,1002985,YN0562
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003011,YN0196
4,Yangon,"16",Yangon 2,"238",Mayangone,1003028,YN0395
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003030,YN0233
4,Yangon,"16",Yangon 2,"238",Mayangone,1003074,YN0395-1
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003121,YN0138
4,Yangon,"18",Yangon 4,"201",Taikkyi,1003261,YN1206
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003617,YN0091
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003759,YN0084-1
2,North West,"11",Sagaing 1,"59",Salingyi,1004358,SG0452
2,North West,"2",Chin,"139",Gangaw,1004392,MG0319
2,North West,"1",Kachin,"9",Hpakant,1004438,KC0040
4,Yangon,"18",Yangon 4,"201",Taikkyi,1004965,YN1420
2,North West,"28",Magway 2,"119",Chauk,1005497,MG0294
4,Yangon,"16",Yangon 2,"238",Mayangone,1005578,YN2006
4,Yangon,"36",Yangon 7,"198",Mingaladon,1005777,YN9009
2,North West,"28",Magway 2,"119",Chauk,1006047,MG0929
4,Yangon,"36",Yangon 7,"198",Mingaladon,1006103,YN1908
3,South East,"30",Bago North,"100",Phyu,1006403,BA0887
3,South East,"30",Bago North,"100",Phyu,1006629,BA0792
2,North West,"1",Kachin,"9",Hpakant,1006822,KC0461
3,South East,"19",Bago East,"94",Kyauktaga,1006878,BA1092
2,North West,"11",Sagaing 1,"59",Salingyi,1007065,SG0819
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1007097,NP0329
2,North West,"28",Magway 2,"119",Chauk,1007166,MG0371
4,Yangon,"35",Yangon 6,"220",Kyauktan,1007340,YN1711
4,Yangon,"18",Yangon 4,"201",Taikkyi,1007402,YN1704
4,Yangon,"16",Yangon 2,"238",Mayangone,1007895,YN7141
1,North East,"37",Mandalay 4,"159",Taungtha,1007923,MD1266
5,South West,"12",Rakhine,"195",Toungup,1007983,RA0371
5,South West,"14",Pathein,"312",Labutta,1008196,AY1265
2,North West,"7",Magway 1,"133",Sinbaungwe,1008216,MG1053
2,North West,"7",Magway 1,"133",Sinbaungwe,1008334,MG1000
2,North West,"2",Chin,"139",Gangaw,1008365,MG1141
3,South East,"31",Mon South,"175",Ye,1008382,MO0630
5,South West,"12",Rakhine,"195",Toungup,1008406,RA0308
2,North West,"7",Magway 1,"133",Sinbaungwe,1008439,MG0999
4,Yangon,"16",Yangon 2,"238",Mayangone,1008709,YN0015_C
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1009005,NP0015_C
2,North West,"11",Sagaing 1,"59",Salingyi,1010035,SG0707
1,North East,"6",Shan South,"251",Pekon,1010140,SH0877
1,North East,"6",Shan South,"251",Pekon,1010145,SH0722
2,North West,"7",Magway 1,"133",Sinbaungwe,1010162,MG0853
1,North East,"6",Shan South,"251",Pekon,1010248,SH1256
4,Yangon,"35",Yangon 6,"220",Kyauktan,1010343,YN2095
1,North East,"5",Shan North,"277",Namtu,1010363,SH1484
4,Yangon,"16",Yangon 2,"238",Mayangone,1010582,YN2370
4,Yangon,"16",Yangon 2,"238",Mayangone,1010601,YN2427
2,North West,"2",Chin,"139",Gangaw,1010618,MG0974
2,North West,"2",Chin,"139",Gangaw,1010755,MG1322
3,South East,"19",Bago East,"94",Kyauktaga,1010802,BA1498
1,North East,"37",Mandalay 4,"159",Taungtha,1011178,MD1485
3,South East,"31",Mon South,"175",Ye,1011294,MO1416
1,North East,"37",Mandalay 4,"159",Taungtha,1011296,MD3681
4,Yangon,"18",Yangon 4,"201",Taikkyi,1011300,YN5261
3,South East,"19",Bago East,"94",Kyauktaga,1011768,BA3067
2,North West,"28",Magway 2,"119",Chauk,1012011,MG1665
3,South East,"31",Mon South,"175",Ye,1012428,MO1561
2,North West,"1",Kachin,"9",Hpakant,1011401,KC0167
3,South East,"31",Mon South,"175",Ye,1000356,MO0264
5,South West,"12",Rakhine,"195",Toungup,1000431,RA0047
1,North East,"37",Mandalay 4,"159",Taungtha,1001294,MD0613
4,Yangon,"15",Yangon 1,"233",Ahlone,1001320,YN0841-1
3,South East,"19",Bago East,"94",Kyauktaga,1001604,BA0775
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002245,YN1083
3,South East,"30",Bago North,"100",Phyu,1002668,BA0741-1
3,South East,"30",Bago North,"100",Phyu,1002680,BA0274
2,North West,"2",Chin,"139",Gangaw,1002837,MG0134
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002913,NP0015-1
4,Yangon,"36",Yangon 7,"198",Mingaladon,1002969,YN0164
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002978,NP0124
4,Yangon,"16",Yangon 2,"238",Mayangone,1002992,YN0403
4,Yangon,"36",Yangon 7,"198",Mingaladon,1002993,YN0171
4,Yangon,"16",Yangon 2,"238",Mayangone,1003004,YN0494
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003005,YN0116
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003036,YN0182
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003142,YN0154
2,North West,"1",Kachin,"12",Momauk,1000079,KC0190
3,South East,"30",Bago North,"101",Oktwin,1000187,BA0181
3,South East,"31",Mon South,"175",Ye,1000387,MO0355
2,North West,"1",Kachin,"9",Hpakant,1000737,KC0156
2,North West,"7",Magway 1,"133",Sinbaungwe,1001699,MG0034
1,North East,"5",Shan North,"264",Hseni,1002127,SH0123
4,Yangon,"36",Yangon 7,"198",Mingaladon,1002220,YN1302
3,South East,"31",Mon South,"175",Ye,1002235,MO0452-1
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002370,YN1117
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002380,YN1095
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002404,YN1093
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002450,YN1085
3,South East,"30",Bago North,"100",Phyu,1002586,BA0260
4,Yangon,"16",Yangon 2,"238",Mayangone,1002861,YN0446
4,Yangon,"16",Yangon 2,"238",Mayangone,1002867,YN0482
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003017,YN0099
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003018,YN0132
4,Yangon,"16",Yangon 2,"238",Mayangone,1003080,YN0619
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003105,YN0108
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003148,YN0208-1
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003178,YN0235
4,Yangon,"15",Yangon 1,"233",Ahlone,1003483,YN1259
5,South West,"14",Pathein,"312",Labutta,1003717,AY0819
4,Yangon,"35",Yangon 6,"220",Kyauktan,1004034,YN1353
3,South East,"19",Bago East,"94",Kyauktaga,1004354,BA0776-1
3,South East,"30",Bago North,"100",Phyu,1004427,BA0791
4,Yangon,"35",Yangon 6,"220",Kyauktan,1004451,YN1266
3,South East,"19",Bago East,"94",Kyauktaga,1004633,BA0889
4,Yangon,"15",Yangon 1,"241",Seikkan,1004939,YN1640
4,Yangon,"15",Yangon 1,"233",Ahlone,1004978,YN1483
1,North East,"5",Shan North,"264",Hseni,1005075,SH0505
2,North West,"28",Magway 2,"119",Chauk,1005118,MG0426
4,Yangon,"15",Yangon 1,"233",Ahlone,1005178,YN1756
2,North West,"7",Magway 1,"133",Sinbaungwe,1005405,MG0825
4,Yangon,"16",Yangon 2,"238",Mayangone,1006163,YN2025
4,Yangon,"18",Yangon 4,"201",Taikkyi,1006176,YN1929
4,Yangon,"16",Yangon 2,"238",Mayangone,1006389,YN5059
3,South East,"19",Bago East,"94",Kyauktaga,1006523,BA1139
2,North West,"1",Kachin,"9",Hpakant,1007022,KC0456
3,South East,"31",Mon South,"175",Ye,1007363,MO0604
4,Yangon,"16",Yangon 2,"238",Mayangone,1007462,YN2042
2,North West,"11",Sagaing 1,"59",Salingyi,1007531,SG0890
4,Yangon,"35",Yangon 6,"220",Kyauktan,1007799,YN1693
3,South East,"19",Bago East,"94",Kyauktaga,1007879,BA1370
3,South East,"30",Bago North,"101",Oktwin,1007885,BA1374
3,South East,"31",Mon South,"175",Ye,1008003,MO0531
3,South East,"31",Mon South,"175",Ye,1008052,MO0698
5,South West,"14",Pathein,"312",Labutta,1008125,AY0827
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1008392,NP0415
2,North West,"28",Magway 2,"119",Chauk,1008655,MG0290_C
3,South East,"31",Mon South,"175",Ye,1008811,MO0453_C
3,South East,"30",Bago North,"100",Phyu,1009142,BA0726_C
4,Yangon,"16",Yangon 2,"238",Mayangone,1009178,YN0404_C
1,North East,"5",Shan North,"277",Namtu,1009348,SH1123
4,Yangon,"36",Yangon 7,"198",Mingaladon,1010023,YN2381
5,South West,"12",Rakhine,"195",Toungup,1010184,RA0335
5,South West,"12",Rakhine,"195",Toungup,1010186,RA0383
5,South West,"12",Rakhine,"195",Toungup,1010196,RA0400
3,South East,"31",Mon South,"175",Ye,1010470,MO0693
4,Yangon,"16",Yangon 2,"238",Mayangone,1010645,YN2429
2,North West,"1",Kachin,"9",Hpakant,1011075,KC0801
2,North West,"1",Kachin,"9",Hpakant,1011222,KC2294
3,South East,"30",Bago North,"100",Phyu,1011435,BA3050
4,Yangon,"18",Yangon 4,"201",Taikkyi,1011464,YN6065
4,Yangon,"16",Yangon 2,"238",Mayangone,1011847,YN6045
2,North West,"11",Sagaing 1,"59",Salingyi,1011865,SG1650
3,South East,"31",Mon South,"175",Ye,1012070,MO1447
4,Yangon,"16",Yangon 2,"238",Mayangone,1012127,YN8230
2,North West,"28",Magway 2,"119",Chauk,1012258,MG1752
1,North East,"5",Shan North,"264",Hseni,1012315,SH3626
2,North West,"28",Magway 2,"119",Chauk,1012429,MG1796
3,South East,"30",Bago North,"100",Phyu,1010432,BA1491
2,North West,"1",Kachin,"9",Hpakant,1010840,KC2430
2,North West,"2",Chin,"139",Gangaw,1011345,MG0358
4,Yangon,"16",Yangon 2,"238",Mayangone,1001056,YN0376
1,North East,"37",Mandalay 4,"159",Taungtha,1001225,MD0339
1,North East,"37",Mandalay 4,"159",Taungtha,1001288,MD0183
3,South East,"19",Bago East,"94",Kyauktaga,1001653,BA0319
2,North West,"7",Magway 1,"133",Sinbaungwe,1001758,MG0064
3,South East,"31",Mon South,"175",Ye,1002083,MO0404
3,South East,"21",Kayin,"28",Hpapun,1002231,KA0361
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002239,YN1115-1
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002433,YN0900
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002920,NP0007
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002925,NP0010
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002931,NP0016
4,Yangon,"16",Yangon 2,"238",Mayangone,1002947,YN0535
4,Yangon,"16",Yangon 2,"238",Mayangone,1002983,YN0485
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003024,YN0301_M
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003099,YN0109
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003111,YN0135
5,South West,"14",Pathein,"312",Labutta,1003716,AY0714
4,Yangon,"16",Yangon 2,"238",Mayangone,1003991,YN1656
2,North West,"7",Magway 1,"133",Sinbaungwe,1004343,MG0425
2,North West,"28",Magway 2,"119",Chauk,1004760,MG0412
3,South East,"19",Bago East,"94",Kyauktaga,1004812,BA0740
1,North East,"37",Mandalay 4,"159",Taungtha,1005040,MD0369
3,South East,"21",Kayin,"28",Hpapun,1005163,KA0280
3,South East,"31",Mon South,"175",Ye,1005620,MO0428
4,Yangon,"16",Yangon 2,"238",Mayangone,1005704,YN1398
4,Yangon,"36",Yangon 7,"198",Mingaladon,1005886,YN1798
4,Yangon,"36",Yangon 7,"198",Mingaladon,1006091,YN1807
4,Yangon,"36",Yangon 7,"198",Mingaladon,1006146,YN1909
3,South East,"30",Bago North,"101",Oktwin,1006487,BA1102
3,South East,"30",Bago North,"100",Phyu,1006498,BA1310
5,South West,"14",Pathein,"312",Labutta,1006741,AY1282
3,South East,"30",Bago North,"100",Phyu,1006813,BA0789
3,South East,"19",Bago East,"94",Kyauktaga,1006884,BA1093
3,South East,"31",Mon South,"175",Ye,1007291,MO0398
4,Yangon,"18",Yangon 4,"201",Taikkyi,1007298,YN1678
4,Yangon,"15",Yangon 1,"233",Ahlone,1007430,YN2127
4,Yangon,"18",Yangon 4,"201",Taikkyi,1007451,YN1705
3,South East,"31",Mon South,"175",Ye,1007683,MO0627
2,North West,"28",Magway 2,"119",Chauk,1008010,MG1038
3,South East,"30",Bago North,"101",Oktwin,1008121,BA1373
4,Yangon,"36",Yangon 7,"198",Mingaladon,1008140,YN2211
5,South West,"14",Pathein,"312",Labutta,1008242,AY1515
5,South West,"12",Rakhine,"195",Toungup,1008720,RA0384
3,South East,"30",Bago North,"101",Oktwin,1008779,BA1396_C
3,South East,"30",Bago North,"100",Phyu,1008929,BA0741_C
4,Yangon,"36",Yangon 7,"198",Mingaladon,1008945,YN0084_C
3,South East,"30",Bago North,"100",Phyu,1009274,BA1397_C
2,North West,"28",Magway 2,"119",Chauk,1009301,MG1159
3,South East,"21",Kayin,"28",Hpapun,1009380,KA1080
2,North West,"1",Kachin,"12",Momauk,1009407,KC0337
3,South East,"21",Kayin,"28",Hpapun,1009623,KA1008
2,North West,"11",Sagaing 1,"59",Salingyi,1009949,SG0808
4,Yangon,"18",Yangon 4,"201",Taikkyi,1009970,YN2140
3,South East,"21",Kayin,"28",Hpapun,1009986,KA1078
1,North East,"37",Mandalay 4,"159",Taungtha,1010307,MD1202
4,Yangon,"36",Yangon 7,"198",Mingaladon,1010526,YN2293
4,Yangon,"15",Yangon 1,"233",Ahlone,1010862,YN4079
4,Yangon,"16",Yangon 2,"238",Mayangone,1010940,YN8123
4,Yangon,"36",Yangon 7,"198",Mingaladon,1010998,YN4042
2,North West,"1",Kachin,"9",Hpakant,1011256,KC2295
1,North East,"6",Shan South,"251",Pekon,1011343,SH3524
4,Yangon,"16",Yangon 2,"238",Mayangone,1011459,YN8500
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1011743,NP9010
3,South East,"31",Mon South,"175",Ye,1011813,MO1549
4,Yangon,"35",Yangon 6,"220",Kyauktan,1011963,YN6113
4,Yangon,"15",Yangon 1,"233",Ahlone,1011984,YN8238
4,Yangon,"35",Yangon 6,"220",Kyauktan,1012056,YN6193
5,South West,"14",Pathein,"312",Labutta,1012086,AY2079
4,Yangon,"36",Yangon 7,"198",Mingaladon,1012129,YN6194
2,North West,"28",Magway 2,"119",Chauk,1012265,MG1764
4,Yangon,"18",Yangon 4,"201",Taikkyi,1012296,YN5706
2,North West,"1",Kachin,"9",Hpakant,1010889,KC0796
2,North West,"11",Sagaing 1,"59",Salingyi,1011538,SG1139
2,North West,"1",Kachin,"12",Momauk,1000063,KC0139
3,South East,"30",Bago North,"101",Oktwin,1000172,BA0206
5,South West,"12",Rakhine,"195",Toungup,1000610,RA0110
1,North East,"37",Mandalay 4,"159",Taungtha,1001205,MD0136
4,Yangon,"15",Yangon 1,"233",Ahlone,1001217,YN0859
4,Yangon,"15",Yangon 1,"233",Ahlone,1001238,YN0875
3,South East,"19",Bago East,"94",Kyauktaga,1001684,BA0296
2,North West,"7",Magway 1,"133",Sinbaungwe,1001714,MG0062
5,South West,"12",Rakhine,"195",Toungup,1002748,RA0090
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002789,NP0009
4,Yangon,"16",Yangon 2,"238",Mayangone,1002849,YN0489
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002887,NP0008
4,Yangon,"16",Yangon 2,"238",Mayangone,1002904,YN0549
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002914,NP0013
4,Yangon,"36",Yangon 7,"198",Mingaladon,1002981,YN1218
4,Yangon,"16",Yangon 2,"238",Mayangone,1002986,YN0472
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003069,YN0192
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003075,YN1223
4,Yangon,"18",Yangon 4,"201",Taikkyi,1003114,YN0031
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003133,YN0212
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003194,YN1343
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003212,YN0117
4,Yangon,"18",Yangon 4,"201",Taikkyi,1003247,YN0044
4,Yangon,"18",Yangon 4,"201",Taikkyi,1003249,YN0024
4,Yangon,"16",Yangon 2,"238",Mayangone,1004103,YN1492
2,North West,"28",Magway 2,"119",Chauk,1004194,MG0291
4,Yangon,"35",Yangon 6,"220",Kyauktan,1004196,YN1345
4,Yangon,"16",Yangon 2,"238",Mayangone,1004316,YN1397
2,North West,"28",Magway 2,"119",Chauk,1004580,MG0295
4,Yangon,"36",Yangon 7,"198",Mingaladon,1005135,YN1577
4,Yangon,"16",Yangon 2,"238",Mayangone,1005142,YN1788
4,Yangon,"16",Yangon 2,"238",Mayangone,1005507,YN1554
3,South East,"30",Bago North,"100",Phyu,1005980,BA1095
4,Yangon,"18",Yangon 4,"201",Taikkyi,1006245,YN1770
5,South West,"14",Pathein,"312",Labutta,1006307,AY1255
3,South East,"30",Bago North,"101",Oktwin,1006468,BA1101
3,South East,"30",Bago North,"101",Oktwin,1006506,BA0981
3,South East,"30",Bago North,"100",Phyu,1006641,BA0883
3,South East,"31",Mon South,"175",Ye,1006922,MO0399
3,South East,"31",Mon South,"175",Ye,1007013,MO0402
3,South East,"31",Mon South,"175",Ye,1007061,MO0566
4,Yangon,"35",Yangon 6,"220",Kyauktan,1007390,YN1690
4,Yangon,"16",Yangon 2,"238",Mayangone,1007437,YN2120
4,Yangon,"16",Yangon 2,"238",Mayangone,1007491,YN7144
3,South East,"30",Bago North,"101",Oktwin,1007576,BA1041
4,Yangon,"36",Yangon 7,"198",Mingaladon,1008134,YN2207
2,North West,"2",Chin,"139",Gangaw,1008243,MG1162
3,South East,"31",Mon South,"175",Ye,1008463,MO0687
3,South East,"30",Bago North,"100",Phyu,1008552,BA1397
2,North West,"11",Sagaing 1,"59",Salingyi,1008559,SG1113
4,Yangon,"18",Yangon 4,"201",Taikkyi,1008578,YN2216
3,South East,"30",Bago North,"100",Phyu,1008803,BA1310_C
5,South West,"12",Rakhine,"195",Toungup,1008922,RA0013_C
4,Yangon,"36",Yangon 7,"198",Mingaladon,1008930,YN0170_C
3,South East,"30",Bago North,"101",Oktwin,1009113,BA1396
5,South West,"12",Rakhine,"195",Toungup,1009724,RA0303
3,South East,"31",Mon South,"175",Ye,1009885,MO0776
4,Yangon,"16",Yangon 2,"238",Mayangone,1010067,YN2278
2,North West,"2",Chin,"139",Gangaw,1010137,MG1140
4,Yangon,"16",Yangon 2,"238",Mayangone,1010391,YN2407
4,Yangon,"15",Yangon 1,"233",Ahlone,1010540,YN2425
2,North West,"1",Kachin,"12",Momauk,1010723,KC0183
3,South East,"31",Mon South,"175",Ye,1011310,MO1417
4,Yangon,"18",Yangon 4,"201",Taikkyi,1011686,YN6054
2,North West,"1",Kachin,"9",Hpakant,1011779,KC2530
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1011974,NP0661
4,Yangon,"18",Yangon 4,"201",Taikkyi,1012231,YN6277
4,Yangon,"35",Yangon 6,"220",Kyauktan,1004815,YN1348
2,North West,"1",Kachin,"12",Momauk,1000073,KC0076
2,North West,"1",Kachin,"9",Hpakant,1000664,KC0051
2,North West,"1",Kachin,"9",Hpakant,1000720,KC0099
2,North West,"28",Magway 2,"119",Chauk,1001188,MG0048
1,North East,"37",Mandalay 4,"159",Taungtha,1001231,MD0637
1,North East,"37",Mandalay 4,"159",Taungtha,1001232,MD0177
4,Yangon,"15",Yangon 1,"233",Ahlone,1001235,YN0841
4,Yangon,"15",Yangon 1,"233",Ahlone,1001251,YN0863
2,North West,"7",Magway 1,"133",Sinbaungwe,1001607,MG0021
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002398,YN1111-1
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002416,YN1094
3,South East,"30",Bago North,"100",Phyu,1002605,BA0304
1,North East,"5",Shan North,"264",Hseni,1002760,SH0328
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1002881,NP0015
4,Yangon,"16",Yangon 2,"238",Mayangone,1002980,YN0439
4,Yangon,"36",Yangon 7,"198",Mingaladon,1002987,YN0104
4,Yangon,"16",Yangon 2,"238",Mayangone,1002989,YN0436
4,Yangon,"36",Yangon 7,"198",Mingaladon,1002994,YN0122-1
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003139,YN0114
2,North West,"11",Sagaing 1,"59",Salingyi,1003442,SG0257
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003746,YN0097
3,South East,"21",Kayin,"28",Hpapun,1004587,KA0322
4,Yangon,"16",Yangon 2,"238",Mayangone,1004592,YN1395
4,Yangon,"15",Yangon 1,"233",Ahlone,1004694,YN1520
3,South East,"19",Bago East,"94",Kyauktaga,1004878,BA0968
3,South East,"31",Mon South,"175",Ye,1004883,MO0407
4,Yangon,"15",Yangon 1,"241",Seikkan,1004903,YN1584
3,South East,"30",Bago North,"101",Oktwin,1005237,BA0951
3,South East,"19",Bago East,"94",Kyauktaga,1005367,BA0776
4,Yangon,"15",Yangon 1,"233",Ahlone,1005687,YN3841
5,South West,"14",Pathein,"312",Labutta,1006284,AY1016
4,Yangon,"15",Yangon 1,"233",Ahlone,1006347,YN5034
3,South East,"30",Bago North,"101",Oktwin,1006586,BA1096
3,South East,"31",Mon South,"175",Ye,1006934,MO0427
2,North West,"10",Naypyitaw,"329",Det Khi Na Thi Ri,1006987,NP0347
2,North West,"11",Sagaing 1,"59",Salingyi,1007069,SG0718
3,South East,"31",Mon South,"175",Ye,1007375,MO0615
4,Yangon,"18",Yangon 4,"201",Taikkyi,1007432,YN1812
4,Yangon,"16",Yangon 2,"238",Mayangone,1007492,YN2078
4,Yangon,"16",Yangon 2,"238",Mayangone,1007601,YN7143
3,South East,"30",Bago North,"101",Oktwin,1007637,BA1042
5,South West,"14",Pathein,"312",Labutta,1008099,AY1061
2,North West,"1",Kachin,"9",Hpakant,1008293,KC0577
2,North West,"1",Kachin,"9",Hpakant,1008614,KC0164
2,North West,"2",Chin,"139",Gangaw,1008942,MG0319_C
2,North West,"11",Sagaing 1,"59",Salingyi,1008948,SG0452_C
2,North West,"2",Chin,"139",Gangaw,1009437,MG0485
5,South West,"12",Rakhine,"195",Toungup,1010315,RA0349
4,Yangon,"16",Yangon 2,"238",Mayangone,1010383,YN2359
5,South West,"12",Rakhine,"195",Toungup,1010900,RA0518
2,North West,"2",Chin,"139",Gangaw,1010902,MG0917
3,South East,"31",Mon South,"175",Ye,1011337,MO1436
1,North East,"37",Mandalay 4,"159",Taungtha,1011505,MD3643
1,North East,"5",Shan North,"277",Namtu,1011634,SH4020
5,South West,"14",Pathein,"312",Labutta,1011652,AY1700
4,Yangon,"36",Yangon 7,"198",Mingaladon,1011714,YN6182
4,Yangon,"16",Yangon 2,"238",Mayangone,1011851,YN6082
2,North West,"1",Kachin,"9",Hpakant,1012061,KC2557
4,Yangon,"36",Yangon 7,"198",Mingaladon,1012332,YN5718
2,North West,"1",Kachin,"9",Hpakant,1000585,KC0095
5,South West,"12",Rakhine,"195",Toungup,1000546,RA0013
2,North West,"1",Kachin,"9",Hpakant,1000725,KC0039
4,Yangon,"16",Yangon 2,"238",Mayangone,1001636,YN1293
3,South East,"19",Bago East,"94",Kyauktaga,1001659,BA0739
3,South East,"19",Bago East,"94",Kyauktaga,1001665,BA0327
2,North West,"7",Magway 1,"133",Sinbaungwe,1001720,MG0029
1,North East,"6",Shan South,"261",Mawkmai,1002144,SH0587
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002365,YN1090
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002371,YN1122
4,Yangon,"35",Yangon 6,"220",Kyauktan,1002386,YN1092
3,South East,"30",Bago North,"100",Phyu,1002599,BA0229
3,South East,"30",Bago North,"100",Phyu,1002674,BA0211
2,North West,"2",Chin,"139",Gangaw,1002974,MG0130
4,Yangon,"16",Yangon 2,"238",Mayangone,1002979,YN0461
4,Yangon,"36",Yangon 7,"198",Mingaladon,1002988,YN0129
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003029,YN0121
4,Yangon,"16",Yangon 2,"238",Mayangone,1003034,YN0310
4,Yangon,"16",Yangon 2,"238",Mayangone,1003062,YN0481
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003087,YN0209
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003093,YN0218
4,Yangon,"36",Yangon 7,"198",Mingaladon,1003172,YN0249
4,Yangon,"18",Yangon 4,"201",Taikkyi,1003195,YN0041
4,Yangon,"18",Yangon 4,"201",Taikkyi,1003255,YN0020
4,Yangon,"18",Yangon 4,"201",Taikkyi,1003267,YN0023
1,North East,"6",Shan South,"251",Pekon,1003812,SH0310
1,North East,"5",Shan North,"264",Hseni,1004058,SH0669
4,Yangon,"16",Yangon 2,"238",Mayangone,1004175,YN1610
2,North West,"1",Kachin,"12",Momauk,1004225,KC0273
4,Yangon,"16",Yangon 2,"238",Mayangone,1004431,YN1488
3,South East,"19",Bago East,"94",Kyauktaga,1004461,BA0969
2,North West,"11",Sagaing 1,"59",Salingyi,1004572,SG0545
4,Yangon,"35",Yangon 6,"220",Kyauktan,1004858,YN1346
5,South West,"12",Rakhine,"195",Toungup,1004913,RA0163
3,South East,"19",Bago East,"94",Kyauktaga,1005284,BA1160
4,Yangon,"15",Yangon 1,"241",Seikkan,1005393,YN1648
2,North West,"28",Magway 2,"119",Chauk,1005584,MG0290
3,South East,"30",Bago North,"100",Phyu,1006397,BA0886
3,South East,"19",Bago East,"94",Kyauktaga,1006421,BA0978
5,South West,"14",Pathein,"312",Labutta,1006437,AY1060
5,South West,"14",Pathein,"312",Labutta,1006533,AY1250
4,Yangon,"15",Yangon 1,"233",Ahlone,1006549,YN5035
